VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Morocco,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mozambique,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mozambique,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Mozambique,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Myanmar,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Myanmar,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Myanmar,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Namibia,2019,0.05,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Namibia,2020,0.05,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Namibia,2021,0.05,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Nauru,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Nauru,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Nauru,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Nepal,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Nepal,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Nepal,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Netherlands (Kingdom of the),2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Netherlands (Kingdom of the),2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Netherlands (Kingdom of the),2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,New Zealand,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,New Zealand,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,New Zealand,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Nicaragua,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Nicaragua,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Nicaragua,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Niger,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Niger,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Niger,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Nigeria,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Nigeria,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Nigeria,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Niue,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Niue,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Niue,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,North Macedonia,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,North Macedonia,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,North Macedonia,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Norway,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Norway,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Norway,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Oman,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Oman,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Oman,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Pakistan,2019,243.6,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Pakistan,2020,243.6,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Pakistan,2021,243.6,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Palau,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Palau,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Palau,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Palestine,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Palestine,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Palestine,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Panama,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Panama,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Panama,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Papua New Guinea,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Papua New Guinea,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Papua New Guinea,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Paraguay,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Paraguay,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Paraguay,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Peru,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Peru,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Peru,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Philippines,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Philippines,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Philippines,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Poland,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Poland,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Poland,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Puerto Rico,2019,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Puerto Rico,2020,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Puerto Rico,2021,0,10^9 m3/year,I,False
Water resources,External renewable water resources,Surface water: inflow submitted to treaties,Qatar,2019,0,10^9 m3/year,I,False
